TERYT;Name;Revenue per person
1610000;Powiat prudnicki;4960.54
1610013;Biała (3);5349.18
1610023;Głogówek (3);4883.14
1610032;Lubrza (2);5321.84
1610043;Prudnik (3);4788.30
1611000;Powiat strzelecki;4964.04
1611012;Izbicko (2);4459.85
1611022;Jemielnica (2);4704.27
1611033;Kolonowskie (3);4556.41
1611043;Leśnica (3);5650.71
1611053;Strzelce Opolskie (3);4926.42
1611063;Ujazd (3);6311.14
1611073;Zawadzkie (3);4460.12
1661000;Powiat m.Opole;10050.99
1661011;Opole (1);10050.99
1800000;PODKARPACKIE;6055.73
1801000;Powiat bieszczadzki;5653.23
1801032;Czarna (2);5837.11
1801052;Lutowiska (2);6457.88
1801083;Ustrzyki Dolne (3);5531.12
1802000;Powiat brzozowski;5504.03
1802013;Brzozów (3);5266.03
1802022;Domaradz (2);5544.40
1802032;Dydnia (2);6195.00
1802042;Haczów (2);5346.53
1802052;Jasienica Rosielna (2);6159.10
1802062;Nozdrzec (2);5115.62
1803000;Powiat dębicki;5332.30
1803011;Dębica (1);5481.63
1803023;Brzostek (3);5096.43
1803032;Czarna (2);4842.84
1803042;Dębica (2);5452.88
1803052;Jodłowa (2);6263.64
1803063;Pilzno (3);5089.87
1803072;Żyraków (2);5265.28
1804000;Powiat jarosławski;5298.21
1804011;Jarosław (1);5223.11
1804021;Radymno (1);5344.49
1804032;Chłopice (2);5705.24
1804042;Jarosław (2);4675.25
1804052;Laszki (2);5622.93
1804062;Pawłosiów (2);4759.58
1804073;Pruchnik (3);5772.75
1804082;Radymno (2);6180.18
1804092;Rokietnica (2);5562.83
1804102;Roźwienica (2);5450.15
1804112;Wiązownica (2);4796.45
1805000;Powiat jasielski;5344.86
1805011;Jasło (1);5674.66
1805022;Brzyska (2);5173.43
1805032;Dębowiec (2);5488.07
1805042;Jasło (2);4918.39
1805053;Kołaczyce (3);5486.88
1805062;Krempna (2);5593.31
1805072;Nowy Żmigród (2);5110.41
1805082;Osiek Jasielski (2);5188.69
1805092;Skołyszyn (2);5244.46
1805112;Tarnowiec (2);5108.12
1806000;Powiat kolbuszowski;5570.23
1806012;Cmolas (2);5036.93
1806023;Kolbuszowa (3);5820.40
1806032;Majdan Królewski (2);5215.51
1806042;Niwiska (2);6064.27
1806052;Raniżów (2);5294.30
1806062;Dzikowiec (2);5655.40
1807000;Powiat krośnieński;5715.66
1807012;Chorkówka (2);5304.12
1807023;Dukla (3);5834.22
1807033;Iwonicz-Zdrój (3);5129.42
1807043;Jedlicze (3);6149.06
1807052;Korczyna (2);5797.56
1807062;Krościenko Wyżne (2);5046.18
1807072;Miejsce Piastowe (2);5195.17
1807083;Rymanów (3);6131.74
1807092;Wojaszówka (2);6025.65
1807102;Jaśliska (2);7524.35
1808000;Powiat leżajski;5384.64
1808011;Leżajsk (1);4815.14
1808022;Grodzisko Dolne (2);5164.74
1808032;Kuryłówka (2);6085.89
1808042;Leżajsk (2);5774.37
1808053;Nowa Sarzyna (3);5277.24
1809000;Powiat lubaczowski;5999.50
1809011;Lubaczów (1);5637.23
1809023;Cieszanów (3);5342.23
1809032;Horyniec-Zdrój (2);6133.75
1809042;Lubaczów (2);6040.56
1809053;Narol (3);6324.66
1809063;Oleszyce (3);5480.45
1809072;Stary Dzików (2);8070.62
1809082;Wielkie Oczy (2);6036.78
1810000;Powiat łańcucki;5740.83
1810011;Łańcut (1);6176.08
1810022;Białobrzegi (2);5423.13
1810032;Czarna (2);5846.84
1810042;Łańcut (2);5587.92
1810052;Markowa (2);5617.19
1810062;Rakszawa (2);5362.03
1810072;Żołynia (2);5852.10
1811000;Powiat mielecki;5969.32
1811011;Mielec (1);6179.74
1811022;Borowa (2);4990.48
1811032;Czermin (2);5440.94
1811042;Gawłuszowice (2);4983.94
1811052;Mielec (2);5745.13
1811062;Padew Narodowa (2);4935.81
1811073;Przecław (3);5646.86
1811083;Radomyśl Wielki (3);6048.73
1811092;Tuszów Narodowy (2);7322.32
1811102;Wadowice Górne (2);5879.45
1812000;Powiat niżański;5891.58
1812012;Harasiuki (2);6472.88
1812022;Jarocin (2);7432.03
1812032;Jeżowe (2);7801.62
1812042;Krzeszów (2);7110.75
1812053;Nisko (3);5220.66
1812063;Rudnik nad Sanem (3);4340.08
1812073;Ulanów (3);5218.89
1813000;Powiat przemyski;5640.35
1813012;Bircza (2);6022.16
1813032;Fredropol (2);6064.14
1813042;Krasiczyn (2);5245.73
1813052;Krzywcza (2);6562.52
1813062;Medyka (2);5189.32
1813072;Orły (2);5682.95
1813082;Przemyśl (2);5292.95
1813092;Stubno (2);6375.69
1813102;Żurawica (2);5254.97
1814000;Powiat przeworski;5610.97
1814011;Przeworsk (1);5142.80
1814022;Adamówka (2);6297.59
1814032;Gać (2);5814.11
1814042;Jawornik Polski (2);7962.49
1814053;Kańczuga (3);5191.39
1814062;Przeworsk (2);5169.59
1814073;Sieniawa (3);5391.50
1814082;Tryńcza (2);6108.93
1814092;Zarzecze (2);5887.77
1815000;Powiat ropczycko-sędziszowski;5832.49
1815012;Iwierzyce (2);6122.20
1815022;Ostrów (2);9790.98
1815033;Ropczyce (3);5296.05
1815043;Sędziszów Małopolski (3);5153.17
1815052;Wielopole Skrzyńskie (2);5781.16
1816000;Powiat rzeszowski;5986.89
1816011;Dynów (1);6081.38
1816023;Błażowa (3);5150.40
1816033;Boguchwała (3);5669.09
1816042;Chmielnik (2);6101.84
1816052;Dynów (2);5559.70
1816063;Głogów Małopolski (3);6656.60
1816072;Hyżne (2);6716.65
1816082;Kamień (2);6035.72
1816092;Krasne (2);5846.63
1816102;Lubenia (2);5790.85
1816113;Sokołów Małopolski (3);5867.48
1816122;Świlcza (2);5466.10
1816132;Trzebownisko (2);6597.48
1816143;Tyczyn (3);5817.45
1817000;Powiat sanocki;5584.02
1817011;Sanok (1);5263.09
1817022;Besko (2);6162.76
1817032;Bukowsko (2);6537.37
1817042;Komańcza (2);5335.15
1817052;Sanok (2);5623.46
1817062;Tyrawa Wołoska (2);7252.10
1817073;Zagórz (3);5956.74
1817082;Zarszyn (2);5188.29
1818000;Powiat stalowowolski;5542.72
1818011;Stalowa Wola (1);5683.64
1818022;Bojanów (2);5833.03
1818032;Pysznica (2);4827.47
1818042;Radomyśl nad Sanem (2);5053.40
1818053;Zaklików (3);5802.44
1818062;Zaleszany (2);5426.71
1819000;Powiat strzyżowski;5245.49
1819012;Czudec (2);5448.71
1819022;Frysztak (2);4770.87
1819032;Niebylec (2);5142.35
1819043;Strzyżów (3);5499.57
1819052;Wiśniowa (2);5040.09
1820000;Powiat tarnobrzeski;5209.78
1820013;Baranów Sandomierski (3);5881.70
1820022;Gorzyce (2);4841.75
1820032;Grębów (2);5237.07
1820043;Nowa Dęba (3);5021.28
1821000;Powiat leski;7685.30
1821012;Baligród (2);7769.13
1821022;Cisna (2);8125.47
1821033;Lesko (3);5559.50
1821042;Olszanica (2);7232.09
1821052;Solina (2);12417.71
1861000;Powiat m.Krosno;8920.11
1861011;Krosno (1);8920.11
1862000;Powiat m.Przemyśl;7298.13
1862011;Przemyśl (1);7298.13
1863000;Powiat m.Rzeszów;8317.82
1863011;Rzeszów (1);8317.82
1864000;Powiat m.Tarnobrzeg;7596.78
1864011;Tarnobrzeg (1);7596.78
2000000;PODLASKIE;6317.10
2001000;Powiat augustowski;5480.02
2001011;Augustów (1);5631.84
2001022;Augustów (2);5378.08
2001032;Bargłów Kościelny (2);5460.01
2001043;Lipsk (3);4845.08
2001052;Nowinka (2);5615.18
2001062;Płaska (2);5828.97
2001072;Sztabin (2);5105.03
2002000;Powiat białostocki;5452.97
2002013;Choroszcz (3);5016.70
2002023;Czarna Białostocka (3);5113.16
2002032;Dobrzyniewo Duże (2);5740.04
2002042;Gródek (2);5835.94
2002052;Juchnowiec Kościelny (2);5904.12
2002063;Łapy (3);5048.81
2002073;Michałowo (3);6648.59
2002082;Poświętne (2);5807.05
2002093;Supraśl (3);5544.55
2002103;Suraż (3);6201.85
2002112;Turośń Kościelna (2);5531.82
2002123;Tykocin (3);5731.95
2002133;Wasilków (3);4976.88
2002143;Zabłudów (3);5585.32
2002152;Zawady (2);5563.90
2003000;Powiat bielski;5462.96
2003011;Bielsk Podlaski (1);5279.11
2003021;Brańsk (1);6673.38
2003032;Bielsk Podlaski (2);5097.78
2003042;Boćki (2);5345.82
2003052;Brańsk (2);5077.60
2003062;Orla (2);6696.54
2003072;Rudka (2);5470.96
2003082;Wyszki (2);5887.25
2004000;Powiat grajewski;5785.63
2004011;Grajewo (1);5412.83
2004022;Grajewo (2);5794.67
2004032;Radziłów (2);6989.11
2004043;Rajgród (3);5414.20
2004053;Szczuczyn (3);6329.07
2004062;Wąsosz (2);6084.00
2005000;Powiat hajnowski;5355.80
2005011;Hajnówka (1);4928.21
2005022;Białowieża (2);6725.58
2005032;Czeremcha (2);5100.89
2005042;Czyże (2);5617.11
2005052;Dubicze Cerkiewne (2);5490.70
2005062;Hajnówka (2);5151.61
2005073;Kleszczele (3);4760.76
2005082;Narew (2);6396.50
2005092;Narewka (2);6619.84
2006000;Powiat kolneński;6302.55
2006011;Kolno (1);5860.06
2006022;Grabowo (2);6426.09
2006032;Kolno (2);5578.88
2006042;Mały Płock (2);6638.77
2006053;Stawiski (3);7390.14
2006062;Turośl (2);6701.47
2007000;Powiat łomżyński;5762.93
2007013;Jedwabne (3);5695.34
2007022;Łomża (2);5491.34
2007032;Miastkowo (2);6409.66
2007043;Nowogród (3);6932.91
2007052;Piątnica (2);5143.87
2007062;Przytuły (2);6396.06
2007072;Śniadowo (2);6245.49
2007082;Wizna (2);5848.95
2007092;Zbójna (2);5378.52
2008000;Powiat moniecki;5251.05
2008013;Goniądz (3);5531.89
2008022;Jasionówka (2);5664.17
2008032;Jaświły (2);4960.18
2008043;Knyszyn (3);5520.39
2008052;Krypno (2);5789.56
2008063;Mońki (3);4863.47
2008072;Trzcianne (2);5538.78
2009000;Powiat sejneński;5923.02
2009011;Sejny (1);5018.12
2009022;Giby (2);5466.52
2009032;Krasnopol (2);6139.75
2009042;Puńsk (2);7163.34
2009052;Sejny (2);5915.45
2010000;Powiat siemiatycki;5886.75
2010011;Siemiatycze (1);6330.46
2010023;Drohiczyn (3);5673.69
2010032;Dziadkowice (2);5001.43
2010042;Grodzisk (2);4432.61
2010052;Mielnik (2);9933.59
2010062;Milejczyce (2);5844.19
2010072;Nurzec-Stacja (2);4776.97
2010082;Perlejewo (2);6219.92
2010092;Siemiatycze (2);5453.33
2011000;Powiat sokólski;5507.14
2011013;Dąbrowa Białostocka (3);4758.52
2011022;Janów (2);5910.71
2011032;Korycin (2);5825.94
2011043;Krynki (3);4932.14
2011052;Kuźnica (2);5643.25
2011062;Nowy Dwór (2);6339.35
2011072;Sidra (2);5623.44
2011083;Sokółka (3);5617.70
2011093;Suchowola (3);5450.27
2011102;Szudziałowo (2);6227.52
2012000;Powiat suwalski;6349.76
2012012;Bakałarzewo (2);5858.27
2012022;Filipów (2);7168.31
2012032;Jeleniewo (2);5490.13
2012042;Przerośl (2);6161.70
2012052;Raczki (2);5367.85
2012062;Rutka-Tartak (2);5592.34
2012072;Suwałki (2);7468.07
2012082;Szypliszki (2);6356.02
2012092;Wiżajny (2);6400.31
2013000;Powiat wysokomazowiecki;6170.47
2013011;Wysokie Mazowieckie (1);7296.49
2013023;Ciechanowiec (3);5688.09
2013033;Czyżew (3);6734.71
2013042;Klukowo (2);5337.66
2013052;Kobylin-Borzymy (2);6074.11
2013062;Kulesze Kościelne (2);5759.27
2013072;Nowe Piekuty (2);5927.53
2013082;Sokoły (2);6468.65
2013093;Szepietowo (3);5670.00
2013102;Wysokie Mazowieckie (2);5783.82
2014000;Powiat zambrowski;5272.62
2014011;Zambrów (1);4733.02
2014022;Kołaki Kościelne (2);6208.06
2014032;Rutki (2);5468.90
2014042;Szumowo (2);6095.48
2014052;Zambrów (2);5808.76
2061000;Powiat m.Białystok;7527.61
2061011;Białystok (1);7527.61
2062000;Powiat m.Łomża;7365.15
2062011;Łomża (1);7365.15
2063000;Powiat m.Suwałki;7301.42
2063011;Suwałki (1);7301.42
2200000;POMORSKIE;6995.52
2201000;Powiat bytowski;6302.72
2201012;Borzytuchom (2);7279.22
2201023;Bytów (3);5980.64
2201032;Czarna Dąbrówka (2);6793.36
2201042;Kołczygłowy (2);5911.85
2201052;Lipnica (2);6428.01
2201063;Miastko (3);5689.44
2201072;Parchowo (2);7716.47
2201082;Studzienice (2);7601.92
2201092;Trzebielino (2);7193.17
2201102;Tuchomie (2);6602.80
2202000;Powiat chojnicki;7044.43
2202011;Chojnice (1);6380.62
2202023;Brusy (3);6336.34
2202032;Chojnice (2);10233.96
2202043;Czersk (3);5958.79
2202052;Konarzyny (2);6246.65
2203000;Powiat człuchowski;6105.30
2203011;Człuchów (1);5617.89
2203023;Czarne (3);6827.54
2203032;Człuchów (2);6267.83
2203043;Debrzno (3);6045.21
2203052;Koczała (2);5280.42
2203062;Przechlewo (2);6506.81
2203072;Rzeczenica (2);5841.70
2204000;Powiat gdański;6749.85
2204011;Pruszcz Gdański (1);6372.40
2204022;Cedry Wielkie (2);7055.99
2204032;Kolbudy (2);8232.75
2204042;Pruszcz Gdański (2);6672.89
2204052;Przywidz (2);6057.65
2204062;Pszczółki (2);6177.64
2204072;Suchy Dąb (2);6378.75
2204082;Trąbki Wielkie (2);6466.54
2205000;Powiat kartuski;7002.96
2205012;Chmielno (2);6940.23
2205023;Kartuzy (3);6627.28
2205032;Przodkowo (2);7162.85
2205042;Sierakowice (2);7747.67
2205052;Somonino (2);6701.26
2205062;Stężyca (2);8072.19
2205072;Sulęczyno (2);6691.32
2205083;Żukowo (3);6768.22
2206000;Powiat kościerski;6617.30
2206011;Kościerzyna (1);6608.77
2206022;Dziemiany (2);7100.05
2206032;Karsin (2);6578.83
2206042;Kościerzyna (2);6320.90
2206052;Liniewo (2);7306.04
2206062;Lipusz (2);7244.21
2206072;Nowa Karczma (2);6815.46
2206082;Stara Kiszewa (2);6057.34
2207000;Powiat kwidzyński;5612.41
2207011;Kwidzyn (1);5596.27
2207022;Gardeja (2);5788.07
2207032;Kwidzyn (2);5833.35
2207043;Prabuty (3);5113.60
2207052;Ryjewo (2);5903.24
2207062;Sadlinki (2);5851.07
2208000;Powiat lęborski;6720.89
2208011;Lębork (1);6193.26
2208021;Łeba (1);12457.10
2208032;Cewice (2);7234.17
2208042;Nowa Wieś Lęborska (2);6350.57
2208052;Wicko (2);6598.98
2209000;Powiat malborski;5228.00
2209011;Malbork (1);4807.12
2209032;Lichnowy (2);6191.95
2209042;Malbork (2);5701.18
2209062;Miłoradz (2);5987.22
2209073;Nowy Staw (3);5405.65
2209082;Stare Pole (2);6392.41
2210000;Powiat nowodworski;5639.90
2210011;Krynica Morska (1);12424.05
2210023;Nowy Dwór Gdański (3);5128.61
2210032;Ostaszewo (2);4868.58
2210042;Stegna (2);5778.12
2210052;Sztutowo (2);6045.03
2211000;Powiat pucki;7418.57
2211011;Hel (1);9964.21
2211023;Jastarnia (3);9080.11
2211031;Puck (1);7382.00
2211043;Władysławowo (3);8191.40
2211052;Kosakowo (2);7325.96
2211062;Krokowa (2);6986.09
2211072;Puck (2);6688.03
2212000;Powiat słupski;6945.96
2212011;Ustka (1);6931.12
2212022;Damnica (2);6169.98
2212032;Dębnica Kaszubska (2);5918.05
2212042;Główczyce (2);6522.15
2212053;Kępice (3);6487.43
2212062;Kobylnica (2);6795.74
2212072;Potęgowo (2);6046.80
2212082;Słupsk (2);8301.86
2212092;Smołdzino (2);6359.62
2212102;Ustka (2);7888.92
2213000;Powiat starogardzki;5982.58
2213013;Czarna Woda (3);5969.36
2213021;Skórcz (1);7281.05
2213031;Starogard Gdański (1);5469.94
2213042;Bobowo (2);5997.63
2213052;Kaliska (2);7177.27
2213062;Lubichowo (2);6477.44
2213072;Osieczna (2);5609.49
2213082;Osiek (2);5588.41
2213093;Skarszewy (3);6214.92
2213102;Skórcz (2);5526.70
2213112;Smętowo Graniczne (2);5990.99
2213122;Starogard Gdański (2);6207.77
2213132;Zblewo (2);6545.42
2214000;Powiat tczewski;5607.02
2214011;Tczew (1);5560.12
2214023;Gniew (3);5610.81
2214032;Morzeszczyn (2);5897.66
2214043;Pelplin (3);5253.01
2214052;Subkowy (2);5701.98
2214062;Tczew (2);6059.27
2215000;Powiat wejherowski;6103.04
2215011;Reda (1);5326.80
2215021;Rumia (1);5630.93
2215031;Wejherowo (1);5513.05
2215042;Choczewo (2);7685.75
2215052;Gniewino (2);7922.72
2215062;Linia (2);7544.57
2215072;Luzino (2);6511.28
2215082;Łęczyce (2);6350.08
2215092;Szemud (2);7585.55
2215102;Wejherowo (2);6263.71
2216000;Powiat sztumski;5520.45
2216013;Dzierzgoń (3);5763.80
2216022;Mikołajki Pomorskie (2);6436.98
2216032;Stary Dzierzgoń (2);6067.15
2216042;Stary Targ (2);6118.57
2216053;Sztum (3);4896.07
2261000;Powiat m.Gdańsk;8333.10
2261011;Gdańsk (1);8333.10
2262000;Powiat m.Gdynia;7630.67
2262011;Gdynia (1);7630.67
2263000;Powiat m.Słupsk;7512.42
2263011;Słupsk (1);7512.42
2264000;Powiat m.Sopot;10641.95
2264011;Sopot (1);10641.95
2400000;ŚLĄSKIE;6490.81
2401000;Powiat będziński;5769.53
2401011;Będzin (1);5202.21
2401021;Czeladź (1);5906.92
2401031;Wojkowice (1);5211.95
2401042;Bobrowniki (2);6961.39
2401052;Mierzęcice (2);6057.47
2401062;Psary (2);5639.65
2401073;Siewierz (3);6528.29
2401081;Sławków (1);6924.38
2402000;Powiat bielski;5865.91
2402011;Szczyrk (1);5756.37
2402022;Bestwina (2);5403.02
2402032;Buczkowice (2);6134.87
2402043;Czechowice-Dziedzice (3);5570.47
2402052;Jasienica (2);5914.65
2402062;Jaworze (2);5585.99
2402072;Kozy (2);6777.11
2402082;Porąbka (2);5041.57
2402093;Wilamowice (3);5644.53
2402102;Wilkowice (2);7528.33
2403000;Powiat cieszyński;5755.51
2403011;Cieszyn (1);5898.50
2403021;Ustroń (1);6136.01
2403031;Wisła (1);5594.93
2403042;Brenna (2);5345.45
2403052;Chybie (2);7829.24
2403062;Dębowiec (2);5323.45
2403072;Goleszów (2);4852.91
2403082;Hażlach (2);5628.44
2403092;Istebna (2);6683.67
2403103;Skoczów (3);5423.60
2403113;Strumień (3);5632.12
2403122;Zebrzydowice (2);5009.21
2404000;Powiat częstochowski;5311.92
2404013;Blachownia (3);4628.44
2404022;Dąbrowa Zielona (2);5029.69
2404032;Janów (2);6322.68
2404042;Kamienica Polska (2);5398.60
2404052;Kłomnice (2);4649.62
2404063;Koniecpol (3);4805.80
2404072;Konopiska (2);5085.08
2404082;Kruszyna (2);6274.68
2404092;Lelów (2);5948.56
2404102;Mstów (2);5249.57
2404112;Mykanów (2);5621.69
2404122;Olsztyn (2);5677.35
2404132;Poczesna (2);5440.26
2404142;Przyrów (2);5932.88
2404152;Rędziny (2);5333.47
2404162;Starcza (2);5576.17
2405000;Powiat gliwicki;5687.53
2405011;Knurów (1);5458.27
2405021;Pyskowice (1);5697.22
2405032;Gierałtowice (2);6225.30
2405042;Pilchowice (2);5785.26
2405052;Rudziniec (2);5654.71
2405063;Sośnicowice (3);5926.63
2405073;Toszek (3);5579.19
2405082;Wielowieś (2);5688.62
2406000;Powiat kłobucki;5384.96
2406013;Kłobuck (3);5055.39
2406023;Krzepice (3);4930.25
2406032;Lipie (2);5568.84
2406042;Miedźno (2);6351.56
2406052;Opatów (2);5612.83
2406062;Panki (2);5536.02
2406072;Popów (2);6264.90
2406082;Przystajń (2);5822.92
2406092;Wręczyca Wielka (2);4954.56
2407000;Powiat lubliniecki;6102.28
2407011;Lubliniec (1);6305.86
2407022;Boronów (2);6998.07
2407032;Ciasna (2);6512.52
2407042;Herby (2);5607.96
2407052;Kochanowice (2);6612.16
2407062;Koszęcin (2);5099.46
2407072;Pawonków (2);6438.41
2407083;Woźniki (3);5941.63
2408000;Powiat mikołowski;6246.46
2408011;Łaziska Górne (1);5825.45
2408021;Mikołów (1);6624.58
2408031;Orzesze (1);5737.11
2408042;Ornontowice (2);6533.58
2408052;Wyry (2);6579.24
2409000;Powiat myszkowski;5292.21
2409011;Myszków (1);4974.39
2409023;Koziegłowy (3);5612.61
2409032;Niegowa (2);6054.91
2409042;Poraj (2);4907.30
2409053;Żarki (3);5921.25
2410000;Powiat pszczyński;5915.28
2410012;Goczałkowice-Zdrój (2);7944.27
2410022;Kobiór (2);5521.14
2410032;Miedźna (2);5406.03
2410042;Pawłowice (2);6647.12
2410053;Pszczyna (3);5710.82
2410062;Suszec (2);5446.53
2411000;Powiat raciborski;5120.64
2411011;Racibórz (1);5000.57
2411022;Kornowac (2);6765.43
2411033;Krzanowice (3);4734.52
2411042;Krzyżanowice (2);5577.21
2411053;Kuźnia Raciborska (3);4911.52
2411062;Nędza (2);4445.88
2411072;Pietrowice Wielkie (2);5093.87
2411082;Rudnik (2);5655.24
2412000;Powiat rybnicki;5443.99
2412013;Czerwionka-Leszczyny (3);5289.09
2412022;Gaszowice (2);5423.63
2412032;Jejkowice (2);5380.17
2412042;Lyski (2);5578.27
2412052;Świerklany (2);5897.29
2413000;Powiat tarnogórski;5899.64
2413011;Kalety (1);4816.92
2413021;Miasteczko Śląskie (1);6458.50
2413031;Radzionków (1);5718.55
2413041;Tarnowskie Góry (1);5891.95
2413052;Krupski Młyn (2);7352.93
2413062;Ożarowice (2);7467.93
2413072;Świerklaniec (2);6023.60
2413082;Tworóg (2);5721.68
2413092;Zbrosławice (2);5585.29
2414000;Powiat bieruńsko-lędziński;5765.15
2414011;Bieruń (1);6109.95
2414021;Imielin (1);5894.13
2414031;Lędziny (1);5097.80
2414042;Bojszowy (2);5827.15
2414052;Chełm Śląski (2);6205.64
2415000;Powiat wodzisławski;5370.44
2415011;Pszów (1);5110.87
2415021;Radlin (1);5678.29
2415031;Rydułtowy (1);5033.25
2415041;Wodzisław Śląski (1);5092.32
2415052;Godów (2);5316.80
2415062;Gorzyce (2);5201.56
2415072;Lubomia (2);6762.17
2415082;Marklowice (2);6182.29
2415092;Mszana (2);6358.64
2416000;Powiat zawierciański;5349.52
2416011;Poręba (1);4397.43
2416021;Zawiercie (1);5355.90
2416032;Irządze (2);5855.12
2416042;Kroczyce (2);5878.68
2416053;Łazy (3);5139.21
2416063;Ogrodzieniec (3);5851.99
2416073;Pilica (3);5133.36
2416083;Szczekociny (3);5720.43
2416092;Włodowice (2);5621.48
2416102;Żarnowiec (2);5237.54
2417000;Powiat żywiecki;5479.91
2417011;Żywiec (1);5539.53
2417022;Czernichów (2);5011.45
2417032;Gilowice (2);5506.18
2417042;Jeleśnia (2);5260.80
2417052;Koszarawa (2);6677.56
2417062;Lipowa (2);5293.45
2417072;Łękawica (2);5514.81
2417082;Łodygowice (2);5193.18
2417092;Milówka (2);5363.65
2417102;Radziechowy-Wieprz (2);5370.59
2417112;Rajcza (2);5978.28
2417122;Ślemień (2);6417.95
2417132;Świnna (2);6314.33
2417142;Ujsoły (2);5143.61
2417152;Węgierska Górka (2);5273.92
2461000;Powiat m.Bielsko-Biała;8151.40
2461011;Bielsko-Biała (1);8151.40
2462000;Powiat m.Bytom;6345.64
2462011;Bytom (1);6345.64
2463000;Powiat m.Chorzów;6904.34
2463011;Chorzów (1);6904.34
2464000;Powiat m.Częstochowa;6756.78
2464011;Częstochowa (1);6756.78
2465000;Powiat m.Dąbrowa Górnicza;7788.75
2465011;Dąbrowa Górnicza (1);7788.75
2466000;Powiat m.Gliwice;8896.50
2466011;Gliwice (1);8896.50
2467000;Powiat m.Jastrzębie-Zdrój;6655.52
2467011;Jastrzębie-Zdrój (1);6655.52
2468000;Powiat m.Jaworzno;7033.31
2468011;Jaworzno (1);7033.31
2469000;Powiat m.Katowice;8176.27
2469011;Katowice (1);8176.27
2470000;Powiat m.Mysłowice;6559.97
2470011;Mysłowice (1);6559.97
2471000;Powiat m.Piekary Śląskie;6118.58
2471011;Piekary Śląskie (1);6118.58
2472000;Powiat m.Ruda Śląska;6501.52
2472011;Ruda Śląska (1);6501.52
2473000;Powiat m.Rybnik;7302.49
2473011;Rybnik (1);7302.49
2474000;Powiat m.Siemianowice Śląskie;6694.68
2474011;Siemianowice Śląskie (1);6694.68
2475000;Powiat m.Sosnowiec;6324.86
2475011;Sosnowiec (1);6324.86
2476000;Powiat m.Świętochłowice;6323.71
2476011;Świętochłowice (1);6323.71
2477000;Powiat m.Tychy;7739.92
2477011;Tychy (1);7739.92
2478000;Powiat m.Zabrze;6295.62
2478011;Zabrze (1);6295.62
2479000;Powiat m.Żory;6696.16
2479011;Żory (1);6696.16
2600000;ŚWIĘTOKRZYSKIE;5824.60
2601000;Powiat buski;5534.67
2601013;Busko-Zdrój (3);5546.14
2601022;Gnojno (2);5947.60
2601033;Nowy Korczyn (3);5136.38
2601043;Pacanów (3);5420.98
2601052;Solec-Zdrój (2);6598.17
2601063;Stopnica (3);4975.12
2601072;Tuczępy (2);5518.10
2601083;Wiślica (3);5530.71
2602000;Powiat jędrzejowski;5417.38
2602012;Imielno (2);5443.78
2602023;Jędrzejów (3);5238.75
2602033;Małogoszcz (3);5418.98
2602042;Nagłowice (2);5742.70
2602052;Oksa (2);5996.47
2602063;Sędziszów (3);5323.76
2602072;Słupia (2);5510.68
2602082;Sobków (2);5344.79
2603000;Powiat kazimierski;5287.48
2603012;Bejsce (2);5120.72
2603022;Czarnocin (2);5073.13
2603033;Kazimierza Wielka (3);5431.15
2603043;Opatowiec (3);5170.66
2603053;Skalbmierz (3);5215.62
2604000;Powiat kielecki;6137.08
2604012;Bieliny (2);6528.75
2604023;Bodzentyn (3);5413.86
2604033;Chęciny (3);5135.40
2604043;Chmielnik (3);6104.86
2604053;Daleszyce (3);5562.30
2604062;Górno (2);7022.07
2604073;Łagów (3);6401.29
2604082;Łopuszno (2);6227.67
2604092;Masłów (2);5126.87
2604102;Miedziana Góra (2);5987.38
2604112;Mniów (2);5707.17
2604123;Morawica (3);6797.28
2604133;Nowa Słupia (3);6698.10
2604142;Piekoszów (2);5486.43
2604153;Pierzchnica (3);6104.98
2604162;Raków (2);7967.64
2604172;Nowiny (2);8684.70
2604182;Strawczyn (2);6343.87
2604192;Zagnańsk (2);5524.49
2605000;Powiat konecki;5319.08
2605012;Fałków (2);5921.46
2605022;Gowarczów (2);4959.85
2605033;Końskie (3);5548.20
2605043;Radoszyce (3);5812.51
2605052;Ruda Maleniecka (2);5370.79
2605062;Słupia Konecka (2);6083.55
2605072;Smyków (2);5495.94
2605083;Stąporków (3);4311.29
2606000;Powiat opatowski;5456.22
2606012;Baćkowice (2);6625.65
2606022;Iwaniska (2);5877.81
2606032;Lipnik (2);5019.10
2606043;Opatów (3);4192.19
2606053;Ożarów (3);6996.91
2606062;Sadowie (2);4788.49
2606072;Tarłów (2);4236.51
2606082;Wojciechowice (2);5695.89
2607000;Powiat ostrowiecki;4735.42
2607011;Ostrowiec Świętokrzyski (1);4392.23
2607022;Bałtów (2);6575.89
2607032;Bodzechów (2);5723.12
2607043;Ćmielów (3);4315.64
2607053;Kunów (3);4845.49
2607062;Waśniów (2);5618.12
2608000;Powiat pińczowski;5076.58
2608013;Działoszyce (3);5631.28
2608022;Kije (2);5184.51
2608032;Michałów (2);5408.25
2608043;Pińczów (3);4970.74
2608052;Złota (2);4512.11
2609000;Powiat sandomierski;5424.39
2609011;Sandomierz (1);5364.20
2609022;Dwikozy (2);5159.13
2609033;Klimontów (3);6302.23
2609043;Koprzywnica (3);6073.14
2609052;Łoniów (2);5081.28
2609062;Obrazów (2);5431.40
2609072;Samborzec (2);4996.67
2609082;Wilczyce (2);5366.72
2609093;Zawichost (3);5130.40
