RSPO,TERYT,Rural county,Urban county,Rural territory,City,Revenue per person,Website,Start date,Students,Sport venues,German or French,Logopedist,Psychologist,Pedagogue,Participants in English,Avg. score in English
110408,3013072,1,0,0,0,5930.0,1,1951-09-01,140,1,1,0,0,0,22,49
110410,3013072,1,0,0,0,5930.0,1,1895-09-01,183,1,1,1,0,0,16,65
92889,3013052,1,0,0,0,5468.26,1,1900-01-01,348,1,1,0,1,1,30,60
109915,3013052,1,0,0,0,5468.26,1,1945-09-01,108,0,1,0,1,1,16,62
109433,3014012,1,0,0,0,6655.4,0,1972-09-01,268,0,1,1,0,1,35,50
21818,3014022,1,0,0,0,5719.39,1,1966-09-01,239,0,1,1,1,1,31,57
23191,3014022,1,0,0,0,5719.39,1,1945-02-17,412,1,1,1,1,1,46,50
30795,3015012,1,0,0,0,6026.12,1,1874-09-01,196,0,1,1,1,1,21,49
10042,3015032,1,0,0,0,6635.74,1,1945-09-01,159,1,1,1,1,1,11,43
10044,3015032,1,0,0,0,6635.74,1,1945-09-01,274,0,1,1,0,1,24,54
56455,3016032,1,0,0,0,5334.44,1,1991-09-01,494,1,1,1,1,1,60,56
75191,3016032,1,0,0,0,5334.44,0,1991-09-01,156,0,1,1,1,1,18,57
24177,3017011,0,1,0,0,5358.2,1,1979-09-01,585,1,1,1,0,1,105,56
24178,3017011,0,1,0,0,5358.2,0,1959-09-01,671,1,1,0,1,1,76,74
24179,3017011,0,1,0,0,5358.2,1,1963-09-01,829,1,1,0,1,1,100,69
24456,3017011,0,1,0,0,5358.2,1,1998-09-01,527,0,1,1,1,1,75,77
24591,3017011,0,1,0,0,5358.2,0,1903-09-01,528,1,1,0,1,1,38,78
24600,3017011,0,1,0,0,5358.2,1,1966-09-01,618,1,1,1,0,1,84,75
25827,3017011,0,1,0,0,5358.2,1,2003-09-01,621,1,1,0,0,1,70,63
25831,3017011,0,1,0,0,5358.2,0,1966-09-01,456,1,1,0,1,1,89,61
25833,3017011,0,1,0,0,5358.2,0,1984-09-01,265,0,1,0,0,1,22,61
25834,3017011,0,1,0,0,5358.2,1,1946-01-01,552,1,1,0,0,1,33,44
72380,3017042,1,0,0,0,5740.44,1,1833-09-01,119,1,1,0,0,1,18,59
72385,3017042,1,0,0,0,5740.44,1,1949-09-01,100,1,1,1,0,0,11,39
110442,3017042,1,0,0,0,5740.44,1,1999-09-01,206,1,1,1,0,1,25,58
110447,3017042,1,0,0,0,5740.44,1,1999-09-01,118,0,1,1,0,1,10,57
110452,3017042,1,0,0,0,5740.44,1,1999-09-01,251,1,1,0,0,0,28,56
110457,3017042,1,0,0,0,5740.44,1,1999-09-01,178,1,1,1,0,1,18,43
110503,3017042,1,0,0,0,5740.44,1,1999-09-01,141,0,1,0,0,1,19,63
47068,3017052,1,0,0,0,5610.62,1,1856-04-22,188,1,1,0,0,0,20,37
47069,3017052,1,0,0,0,5610.62,1,1835-09-01,108,1,1,0,0,1,11,66
47071,3017052,1,0,0,0,5610.62,1,1815-09-01,286,1,1,1,0,1,23,61
49086,3017052,1,0,0,0,5610.62,1,1900-01-01,199,0,1,1,1,1,16,60
49646,3017052,1,0,0,0,5610.62,1,1882-09-01,196,0,1,0,0,1,18,54
54272,3017052,1,0,0,0,5610.62,1,1826-09-01,186,1,1,1,1,1,14,66
59750,3017072,1,0,0,0,5306.04,1,2001-09-01,58,1,1,1,0,0,10,58
62446,3017072,1,0,0,0,5306.04,0,1999-09-01,116,1,1,0,0,0,10,50
70651,3017072,1,0,0,0,5306.04,1,1999-09-01,232,0,1,0,0,1,17,73
71316,3017072,1,0,0,0,5306.04,1,1999-09-01,88,0,1,1,0,0,17,54
72763,3017072,1,0,0,0,5306.04,1,1999-09-01,87,1,1,0,0,0,12,49
62081,3017082,1,0,0,0,5725.96,1,1971-02-15,100,0,1,1,0,1,17,46
62082,3017082,1,0,0,0,5725.96,1,1945-02-19,110,0,1,0,0,0,13,47
62085,3017082,1,0,0,0,5725.96,1,1952-09-01,214,0,1,0,0,0,29,57
92126,3018012,1,0,0,0,7427.94,0,1900-01-01,232,0,1,0,0,0,21,48
25087,3018022,1,0,0,0,6169.86,1,1809-09-01,340,0,1,0,0,1,47,52
80416,3018042,1,0,0,0,7337.41,1,1999-09-01,331,0,1,0,0,1,29,54
91591,3018042,1,0,0,0,7337.41,0,1999-09-01,170,0,1,1,0,1,22,57
91592,3018042,1,0,0,0,7337.41,1,1999-09-01,169,0,1,0,0,1,11,57
26698,3018052,1,0,0,0,6944.4,1,1956-09-01,261,0,1,1,0,1,29,55
79279,3019022,1,0,0,0,5241.6,1,1999-09-01,448,0,1,1,0,1,42,50
56547,3019032,1,0,0,0,5231.47,1,1945-03-01,123,1,1,1,0,1,13,54
56549,3019032,1,0,0,0,5231.47,0,1902-10-28,92,1,1,1,0,1,13,34
56552,3019032,1,0,0,0,5231.47,1,1950-01-01,408,1,1,1,1,1,50,67
104533,3019052,1,0,0,0,7396.66,0,1996-01-01,259,1,1,0,0,1,31,41
2994,3019011,0,1,0,0,5288.01,1,1945-04-30,514,1,1,1,1,1,56,57
2996,3019011,0,1,0,0,5288.01,1,1945-08-31,1030,1,1,0,1,1,90,65
10788,3019011,0,1,0,0,5288.01,1,1957-09-01,508,1,1,0,1,1,64,67
10828,3019011,0,1,0,0,5288.01,1,1991-11-22,567,1,1,1,1,1,69,65
52396,3019011,0,1,0,0,5288.01,1,1950-09-01,542,1,1,0,1,1,68,62
52503,3019011,0,1,0,0,5288.01,1,1953-09-01,668,1,1,1,1,1,56,59
52682,3019011,0,1,0,0,5288.01,1,1985-09-02,657,1,1,1,1,1,52,73
61670,3019011,0,1,0,0,5288.01,1,1989-09-01,924,1,1,0,1,1,110,72
69908,3019011,0,1,0,0,5288.01,1,1945-09-04,524,0,1,0,1,1,46,68
54090,3019062,1,0,0,0,5878.3,1,1999-09-01,408,0,1,1,1,1,40,70
54093,3019062,1,0,0,0,5878.3,1,1999-09-01,162,0,1,1,1,1,15,64
59049,3020022,1,0,0,0,5656.84,1,1999-09-01,111,0,1,0,0,0,14,67
59052,3020022,1,0,0,0,5656.84,0,1999-09-01,213,0,1,0,0,0,39,41
59064,3020022,1,0,0,0,5656.84,0,1999-09-01,90,0,1,0,0,0,12,27
34889,3020042,1,0,0,0,6180.3,1,1999-09-01,205,1,1,0,0,1,14,53
56451,3020042,1,0,0,0,6180.3,0,1999-09-01,166,0,1,0,0,0,21,54
72513,3020042,1,0,0,0,6180.3,1,1999-09-01,129,1,1,0,0,0,16,48
16294,3020052,1,0,0,0,5748.11,1,1999-09-01,277,0,1,1,0,1,33,68
17428,3020052,1,0,0,0,5748.11,0,1999-09-01,168,0,0,1,0,0,24,58
17607,3020052,1,0,0,0,5748.11,1,1999-09-01,137,0,0,0,0,1,14,51
22284,3020052,1,0,0,0,5748.11,1,1999-09-01,94,0,0,1,0,1,13,53
4102,3021042,1,0,0,0,5968.7,1,1945-08-31,527,1,1,0,1,1,53,65
4105,3021042,1,0,0,0,5968.7,1,1945-08-31,222,1,1,1,1,1,15,45
4106,3021042,1,0,0,0,5968.7,1,1990-08-31,1026,0,1,1,1,1,104,73
4107,3021042,1,0,0,0,5968.7,1,1922-08-31,406,1,1,1,1,1,61,75
4108,3021042,1,0,0,0,5968.7,1,1945-08-31,330,1,1,0,1,1,36,72
3911,3021052,1,0,0,0,6809.61,1,2009-08-31,386,1,1,0,1,0,20,77
5976,3021052,1,0,0,0,6809.61,1,1985-07-30,220,1,1,1,1,1,24,67
8240,3021052,1,0,0,0,6809.61,1,2008-09-01,98,0,1,0,0,1,13,59
11606,3021052,1,0,0,0,6809.61,1,2004-09-01,537,0,1,1,1,1,57,69
26331,3021052,1,0,0,0,6809.61,1,2012-09-01,1067,0,1,1,1,1,87,81
133940,3021052,1,0,0,0,6809.61,1,2017-09-01,514,0,1,1,1,1,85,80
88755,3021062,1,0,0,0,7826.99,1,1999-09-01,441,0,1,1,0,1,40,61
88758,3021062,1,0,0,0,7826.99,1,1999-09-01,590,0,1,1,0,0,62,79
32085,3021072,1,0,0,0,7262.29,0,1900-01-01,375,0,1,1,1,0,20,64
62432,3021072,1,0,0,0,7262.29,0,1945-09-01,906,1,1,1,1,1,43,81
82418,3021072,1,0,0,0,7262.29,0,1954-09-01,643,1,1,1,1,1,42,85
82419,3021072,1,0,0,0,7262.29,1,1848-10-10,864,1,1,1,1,0,58,78
130884,3021072,1,0,0,0,7262.29,1,2016-09-01,916,1,1,0,1,1,60,83
133863,3021072,1,0,0,0,7262.29,1,2017-09-01,588,1,1,1,0,1,59,78
26315,3021011,0,1,0,0,5505.14,1,1999-03-11,464,0,1,1,1,1,76,73
26344,3021011,0,1,0,0,5505.14,1,1999-03-11,777,1,1,0,1,1,113,75
26388,3021011,0,1,0,0,5505.14,1,1999-03-11,584,0,1,0,1,1,66,78
26448,3021011,0,1,0,0,5505.14,1,1999-03-11,524,0,1,0,1,1,48,65
196415,3021011,0,1,0,0,5505.14,1,2017-09-01,647,0,1,0,0,0,26,84
51937,3021021,0,1,0,0,6457.38,1,1999-09-01,416,1,1,1,1,1,40,69
51946,3021021,0,1,0,0,6457.38,1,1999-09-01,541,0,1,1,1,1,57,70
16750,3021132,1,0,0,0,5983.43,0,1963-01-01,1403,0,1,1,1,1,134,71
274547,3021132,1,0,0,0,5983.43,1,2020-09-01,363,0,0,1,1,1,24,75
274549,3021132,1,0,0,0,5983.43,1,2020-09-01,287,0,0,1,1,0,16,87
15701,3021152,1,0,0,0,10678.2,1,1999-09-01,624,0,1,1,1,1,127,84
48631,3021152,1,0,0,0,10678.2,1,1985-07-30,303,0,1,1,1,1,27,63
48774,3021152,1,0,0,0,10678.2,0,1985-07-30,317,0,1,1,1,1,30,63
262281,3021152,1,0,0,0,10678.2,1,2017-09-01,888,1,1,1,1,1,38,78
18771,3021172,1,0,0,0,10128.7,1,1975-07-30,798,0,1,1,1,0,80,80
18821,3021172,1,0,0,0,10128.7,1,1949-09-01,744,0,1,1,1,1,77,73
18841,3021172,1,0,0,0,10128.7,1,1983-05-30,230,1,1,0,1,1,31,66
18876,3021172,1,0,0,0,10128.7,1,1991-09-01,618,1,1,1,1,1,43,77
18935,3021172,1,0,0,0,10128.7,1,1996-09-01,721,1,1,1,1,1,62,83
128936,3021172,1,0,0,0,10128.7,0,2015-09-07,288,0,1,0,0,0,17,87
196371,3021172,1,0,0,0,10128.7,1,2017-09-01,382,0,1,1,1,0,43,84
196378,3021172,1,0,0,0,10128.7,1,2017-09-01,340,1,1,0,1,1,27,84
71860,3022042,1,0,0,0,5919.01,0,1956-09-01,264,1,1,0,0,1,41,50
71861,3022042,1,0,0,0,5919.01,1,1945-09-01,170,0,1,1,0,0,18,44
61569,3024022,1,0,0,0,5216.14,1,1908-09-01,539,0,1,1,1,1,62,54
68515,3024022,1,0,0,0,5216.14,1,1907-09-01,321,0,1,1,1,1,16,46
17990,3024032,1,0,0,0,5413.11,0,1945-09-01,834,1,1,0,1,1,75,65
18185,3024032,1,0,0,0,5413.11,1,1945-09-01,169,0,1,1,1,1,14,51
113890,3024011,0,1,0,0,6488.68,1,1945-02-12,394,0,1,1,0,1,35,55
112093,3024042,1,0,0,0,5438.12,1,1945-09-01,369,1,1,0,0,1,21,69
67806,3023022,1,0,0,0,5478.41,1,1900-09-01,232,1,1,0,0,0,24,46
83259,3023022,1,0,0,0,5478.41,0,1924-09-01,163,0,1,0,0,1,27,57
83310,3023022,1,0,0,0,5478.41,1,1900-09-01,140,0,0,0,0,0,20,47
56311,3023032,1,0,0,0,6709.37,1,1999-09-01,135,0,0,1,0,1,18,53
62312,3023042,1,0,0,0,6000.61,1,1988-10-17,235,0,1,0,0,0,20,47
62313,3023042,1,0,0,0,6000.61,0,1905-02-01,305,1,1,1,0,1,29,62
89394,3023052,1,0,0,0,10313.42,1,1996-09-01,175,0,1,1,0,1,16,62
41256,3023072,1,0,0,0,5297.98,0,1959-09-01,167,0,1,0,0,1,21,43
60737,3023072,1,0,0,0,5297.98,1,1900-09-01,691,0,1,1,1,1,75,56
88113,3023011,0,1,0,0,5133.22,1,1991-09-01,822,0,1,0,1,1,63,70
88116,3023011,0,1,0,0,5133.22,1,1999-09-01,484,1,1,1,1,1,57,65
12794,3023062,1,0,0,0,5244.84,1,1964-09-01,74,1,0,0,0,1,10,60
12795,3023062,1,0,0,0,5244.84,1,1945-09-01,94,0,1,0,1,0,14,71
12796,3023062,1,0,0,0,5244.84,1,1946-09-01,125,0,1,0,0,1,11,58
12797,3023062,1,0,0,0,5244.84,1,1955-09-01,103,0,0,0,1,0,12,47
56245,3027022,1,0,0,0,6359.06,0,1951-09-01,108,1,0,0,0,0,15,42
56246,3027022,1,0,0,0,6359.06,1,1920-09-01,245,0,1,0,0,0,17,54
75048,3027022,1,0,0,0,6359.06,1,1925-09-01,306,1,1,0,0,1,39,61
21088,3027042,1,0,0,0,5841.28,1,1905-09-01,178,0,1,0,0,1,11,49
27965,3027042,1,0,0,0,5841.28,1,1927-09-01,159,1,1,0,0,0,11,70
27967,3027042,1,0,0,0,5841.28,1,1936-09-01,136,1,1,0,0,0,21,52
14806,3027052,1,0,0,0,6638.34,1,1956-09-01,105,0,1,0,1,0,12,72
92267,3027052,1,0,0,0,6638.34,1,1946-09-01,392,0,1,0,1,1,45,64
92268,3027052,1,0,0,0,6638.34,1,1911-09-01,130,0,1,0,1,0,14,55
106927,3027062,1,0,0,0,7253.08,0,1951-09-01,351,0,1,1,1,1,37,48
57553,3027011,0,1,0,0,4880.22,1,1945-02-01,646,1,1,0,1,1,95,72
58590,3027011,0,1,0,0,4880.22,1,1979-09-01,665,1,1,0,1,1,55,58
58591,3027011,0,1,0,0,4880.22,1,1993-09-01,981,1,1,0,1,1,94,74
72021,3027082,1,0,0,0,5175.09,1,1900-09-01,385,0,1,1,1,1,48,62
84805,3027082,1,0,0,0,5175.09,1,1922-09-01,232,1,1,1,1,0,18,50
84807,3027082,1,0,0,0,5175.09,1,1957-09-01,120,1,1,0,1,0,13,34
32026,3027092,1,0,0,0,5862.67,1,1999-09-01,71,1,1,0,0,0,12,62
32042,3027092,1,0,0,0,5862.67,1,1999-09-01,229,1,1,0,1,1,14,65
32060,3027092,1,0,0,0,5862.67,1,1999-09-01,497,0,1,0,0,1,45,62
44670,3029012,1,0,0,0,5337.0,1,1985-01-01,319,1,1,1,0,1,29,44
47962,3029012,1,0,0,0,5337.0,0,1975-12-15,234,0,1,0,0,1,32,52
55455,3029012,1,0,0,0,5337.0,1,1999-09-01,122,0,1,1,0,1,21,58
55601,3029012,1,0,0,0,5337.0,1,1985-01-01,220,0,0,1,0,1,26,58
55902,3029012,1,0,0,0,5337.0,1,1985-01-01,346,1,1,1,0,0,35,48
67771,3029022,1,0,0,0,5001.75,1,1945-09-01,416,1,1,1,0,0,43,59
67773,3029022,1,0,0,0,5001.75,1,1945-09-01,352,1,1,1,0,1,34,55
18230,3030012,1,0,0,0,6160.8,0,1984-09-01,126,1,1,0,0,0,13,41
25692,3030012,1,0,0,0,6160.8,0,1985-09-01,164,0,1,1,0,1,20,58
92121,3028022,1,0,0,0,6630.96,1,1928-09-01,349,0,1,1,0,1,43,50
92209,3028022,1,0,0,0,6630.96,1,1925-09-01,145,1,1,0,0,0,20,42
10521,3028042,1,0,0,0,6449.38,1,1919-09-01,415,0,1,1,0,1,43,56
120494,3028042,1,0,0,0,6449.38,1,2013-10-02,124,0,1,1,0,1,15,60
31023,3028062,1,0,0,0,5586.47,1,1999-09-01,215,0,1,0,0,1,36,56
40221,3028011,0,1,0,0,4855.31,1,1945-02-25,648,1,0,0,1,1,103,60
40566,3028011,0,1,0,0,4855.31,1,1974-09-02,644,1,1,0,1,1,120,65
40567,3028011,0,1,0,0,4855.31,0,1957-09-01,566,1,1,1,1,1,71,64
133831,3028011,0,1,0,0,4855.31,1,2017-09-01,515,1,1,1,1,1,12,53
262262,3028011,0,1,0,0,4855.31,1,2017-09-01,280,1,0,0,1,1,47,55
83494,3028072,1,0,0,0,5795.19,0,1985-01-01,165,0,1,1,0,1,19,58
92470,3028072,1,0,0,0,5795.19,1,1985-01-01,313,0,1,1,0,1,36,38
56658,3031042,1,0,0,0,5446.46,1,1945-05-14,355,1,1,0,1,0,36,53
56661,3031042,1,0,0,0,5446.46,0,1946-09-01,138,1,1,0,1,1,11,57
24727,3031062,1,0,0,0,5611.63,0,1982-10-01,195,0,1,1,1,1,17,59
83759,3031072,1,0,0,0,5043.71,1,1945-09-01,53,0,1,0,0,1,13,62
83763,3031072,1,0,0,0,5043.71,0,1929-09-03,332,1,1,0,0,1,32,60
17518,3031011,0,1,0,0,4994.08,1,1960-09-01,529,1,1,1,1,1,49,73
17728,3031011,0,1,0,0,4994.08,1,1945-04-21,466,1,1,0,1,1,63,68
110113,3031011,0,1,0,0,4994.08,1,1967-09-01,608,1,1,1,1,1,48,62
61400,3031082,1,0,0,0,5774.89,1,1999-09-01,284,1,1,1,0,1,19,58
55449,3025012,1,0,0,0,5970.14,1,1985-07-30,105,1,1,0,0,0,11,60
55928,3025012,1,0,0,0,5970.14,1,1975-07-30,204,0,1,0,0,1,24,56
43593,3025022,1,0,0,0,8650.07,0,1973-01-01,156,0,1,1,0,1,16,48
43882,3025022,1,0,0,0,8650.07,1,1966-09-01,146,0,1,1,0,1,15,44
44111,3025022,1,0,0,0,8650.07,0,1897-09-01,104,0,1,0,0,1,15,47
44558,3025022,1,0,0,0,8650.07,0,1902-09-01,69,0,1,0,0,1,10,43
49732,3025022,1,0,0,0,8650.07,1,1901-09-01,208,0,1,1,0,1,19,40
43791,3025032,1,0,0,0,6060.27,1,1999-09-01,166,1,1,0,0,0,13,60
43792,3025032,1,0,0,0,6060.27,1,1999-09-01,230,1,1,0,0,0,16,52
60610,3025032,1,0,0,0,6060.27,1,1999-09-01,151,0,1,1,1,1,14,42
60614,3025032,1,0,0,0,6060.27,1,1999-09-01,216,0,1,1,0,0,23,57
263392,3025032,1,0,0,0,6060.27,1,2017-09-01,154,0,1,1,1,0,22,48
29705,3025052,1,0,0,0,5488.91,1,1985-07-30,114,1,1,1,0,0,13,55
31817,3025052,1,0,0,0,5488.91,1,2006-08-25,173,1,1,1,0,1,17,79
34280,3025052,1,0,0,0,5488.91,1,1975-07-30,501,1,1,1,0,0,31,66
89037,3026012,1,0,0,0,5620.41,1,1965-09-01,181,1,1,1,1,1,19,55
89038,3026012,1,0,0,0,5620.41,1,1996-01-01,258,0,1,1,1,1,24,48
31234,3261011,0,1,0,0,6980.0,1,1992-02-10,358,0,1,0,0,0,23,74
52078,3261011,0,1,0,0,6980.0,1,1952-09-01,636,1,1,0,0,1,33,63
52082,3261011,0,1,0,0,6980.0,1,1955-09-01,734,1,1,1,0,1,100,76
52094,3261011,0,1,0,0,6980.0,1,1983-09-01,1157,1,1,0,1,1,124,74
69334,3261011,0,1,0,0,6980.0,1,1960-09-01,460,1,1,1,0,1,57,72
73969,3261011,0,1,0,0,6980.0,1,1958-09-03,733,0,1,1,0,1,86,61
73975,3261011,0,1,0,0,6980.0,1,1961-09-01,647,1,1,0,1,1,71,76
73976,3261011,0,1,0,0,6980.0,1,1968-09-01,380,1,1,0,0,0,25,65
73977,3261011,0,1,0,0,6980.0,1,1986-09-01,1111,1,1,0,1,1,121,83
89235,3261011,0,1,0,0,6980.0,1,1945-09-05,623,0,1,0,0,1,68,72
89237,3261011,0,1,0,0,6980.0,1,1947-09-01,526,1,1,0,0,0,57,72
89239,3261011,0,1,0,0,6980.0,1,1945-09-01,428,1,1,0,1,1,44,82
262870,3261011,0,1,0,0,6980.0,1,2017-09-01,631,1,1,1,0,1,26,82
3545,3262011,0,1,0,0,7640.75,1,1945-09-04,477,1,1,0,0,1,41,64
4839,3262011,0,1,0,0,7640.75,1,1968-09-01,566,1,1,0,1,0,46,67
4963,3262011,0,1,0,0,7640.75,1,1945-09-01,614,0,1,0,0,1,61,60
5127,3262011,0,1,0,0,7640.75,1,1946-09-01,1042,1,1,1,0,1,95,79
5155,3262011,0,1,0,0,7640.75,1,1991-09-01,984,1,1,1,1,1,94,64
5165,3262011,0,1,0,0,7640.75,1,1962-09-01,578,1,1,0,0,0,66,59
5167,3262011,0,1,0,0,7640.75,1,1945-11-02,555,1,1,0,0,1,41,67
5189,3262011,0,1,0,0,7640.75,1,1962-09-01,583,1,1,0,0,0,49,75
5212,3262011,0,1,0,0,7640.75,1,1967-09-01,1350,1,1,0,1,1,103,83
5216,3262011,0,1,0,0,7640.75,1,1958-09-01,576,1,1,0,0,1,70,65
5243,3262011,0,1,0,0,7640.75,1,1977-09-01,1260,1,1,0,0,1,86,56
5246,3262011,0,1,0,0,7640.75,1,1958-09-01,911,1,1,0,1,1,119,79
5270,3262011,0,1,0,0,7640.75,1,1954-09-01,436,1,1,0,0,1,50,54
5317,3262011,0,1,0,0,7640.75,1,1946-09-03,522,0,1,0,0,1,38,62
5551,3262011,0,1,0,0,7640.75,1,1959-09-01,811,1,1,0,0,1,110,86
5561,3262011,0,1,0,0,7640.75,1,1959-09-01,759,1,1,0,1,1,54,53
5573,3262011,0,1,0,0,7640.75,1,1946-09-01,1007,1,1,0,0,1,139,75
5615,3262011,0,1,0,0,7640.75,1,1946-09-01,783,1,1,0,0,1,43,53
5817,3262011,0,1,0,0,7640.75,1,1948-01-07,443,1,1,0,0,1,43,64
5824,3262011,0,1,0,0,7640.75,1,1987-09-01,1331,1,1,0,0,1,159,82
5833,3262011,0,1,0,0,7640.75,1,1957-09-01,460,1,1,1,1,0,42,49
7216,3262011,0,1,0,0,7640.75,1,1984-09-01,802,0,1,1,1,1,83,71
7520,3262011,0,1,0,0,7640.75,1,1958-09-01,636,0,1,0,1,1,50,78
7692,3262011,0,1,0,0,7640.75,1,1960-10-27,746,1,1,0,1,1,62,69
7729,3262011,0,1,0,0,7640.75,1,1961-09-20,701,1,1,0,1,1,29,69
8193,3262011,0,1,0,0,7640.75,1,1948-09-01,139,1,1,0,0,1,24,51
8917,3262011,0,1,0,0,7640.75,1,1967-05-18,747,1,1,1,0,1,57,71
9511,3262011,0,1,0,0,7640.75,1,1946-09-01,666,0,0,0,0,1,58,48
9586,3262011,0,1,0,0,7640.75,1,1985-09-01,1399,1,1,1,1,1,103,77
13226,3262011,0,1,0,0,7640.75,1,1957-09-01,176,1,1,0,0,0,25,60
13273,3262011,0,1,0,0,7640.75,1,1965-09-01,338,0,1,0,1,1,13,83
13673,3262011,0,1,0,0,7640.75,1,2008-09-01,223,0,1,0,1,1,46,65
13751,3262011,0,1,0,0,7640.75,1,1993-09-01,449,1,1,0,0,1,28,67
15120,3262011,0,1,0,0,7640.75,1,1984-09-01,1363,1,1,0,1,1,137,68
19610,3262011,0,1,0,0,7640.75,1,1948-09-01,335,1,1,0,0,1,34,65
19800,3262011,0,1,0,0,7640.75,1,1971-09-01,759,1,1,0,1,1,79,84
19982,3262011,0,1,0,0,7640.75,1,1961-09-01,501,1,1,1,1,1,24,59
20128,3262011,0,1,0,0,7640.75,1,1991-09-01,1025,1,1,1,1,1,106,80
22339,3262011,0,1,0,0,7640.75,1,1983-09-01,1219,1,1,0,0,1,104,64
73208,3262011,0,1,0,0,7640.75,1,2009-09-01,259,1,1,0,0,1,15,92
73211,3262011,0,1,0,0,7640.75,1,2007-09-01,284,0,1,1,0,1,22,96
110401,3262011,0,1,0,0,7640.75,0,1946-05-23,254,1,1,0,0,1,14,46
127462,3262011,0,1,0,0,7640.75,1,2015-09-01,525,0,1,0,0,1,15,57
133109,3262011,0,1,0,0,7640.75,1,2019-09-01,316,1,1,1,0,1,19,91
262233,3262011,0,1,0,0,7640.75,1,2017-09-01,287,1,1,1,0,1,12,71
262242,3262011,0,1,0,0,7640.75,0,2017-09-01,166,0,1,0,0,1,72,98
262753,3262011,0,1,0,0,7640.75,1,2017-09-01,315,0,1,0,0,0,25,94
47216,3201011,0,1,0,0,5146.95,1,1960-09-01,327,1,1,0,0,0,43,52
55756,3201011,0,1,0,0,5146.95,1,1958-09-01,516,1,1,1,0,1,61,64
68257,3201011,0,1,0,0,5146.95,1,1965-09-12,569,1,0,0,0,0,54,56
133789,3201011,0,1,0,0,5146.95,1,2017-09-01,478,1,1,0,1,0,31,66
84553,3201022,1,0,0,0,4684.54,1,2000-01-03,191,0,1,1,0,1,20,39
84555,3201022,1,0,0,0,4684.54,1,1960-09-01,212,1,1,1,0,1,24,51
84556,3201022,1,0,0,0,4684.54,1,1945-09-03,124,1,1,0,0,1,13,41
111804,3202042,1,0,0,0,5245.28,1,1946-09-01,305,0,1,0,0,1,29,40
41025,3203052,1,0,0,0,5887.82,1,1945-09-01,242,1,1,1,0,1,21,53
22605,3204052,1,0,0,0,4823.93,0,1974-09-01,266,1,1,0,0,1,22,46
34652,3204062,1,0,0,0,5831.3,0,1947-09-01,121,1,1,0,0,0,16,52
68634,3204062,1,0,0,0,5831.3,0,1945-12-01,280,0,1,0,1,0,31,63
72936,3205012,1,0,0,0,6505.06,1,2005-09-01,271,0,1,0,0,1,25,48
267024,3205012,1,0,0,0,6505.06,1,2018-09-01,122,0,1,0,0,0,15,47
8838,3205032,1,0,0,0,5203.63,1,1975-11-07,111,1,1,1,0,1,12,51
122211,3205032,1,0,0,0,5203.63,1,1976-09-01,146,0,1,0,0,0,11,42
58836,3205072,1,0,0,0,13110.6,1,1952-10-01,153,0,1,1,0,1,12,70
89015,3205072,1,0,0,0,13110.6,1,1947-10-01,172,0,1,0,0,1,16,77
89018,3205072,1,0,0,0,13110.6,1,1946-10-01,165,0,1,0,0,1,17,70
90480,3206012,1,0,0,0,5755.17,1,1945-09-01,280,1,1,1,1,1,23,47
113703,3206072,1,0,0,0,5751.85,1,1985-10-15,257,0,1,0,0,1,30,51
25276,3206092,1,0,0,0,5278.31,1,1946-10-01,134,0,1,0,0,0,12,63
88338,3206092,1,0,0,0,5278.31,1,1946-04-15,306,1,1,0,0,1,27,52
74986,3207052,1,0,0,0,5373.17,1,1950-09-01,182,1,0,1,1,1,15,43
41897,3209022,1,0,0,0,6686.29,1,1945-09-03,219,1,1,1,1,1,14,71
42245,3209022,1,0,0,0,6686.29,1,1954-09-01,106,1,1,0,0,1,18,44
42566,3209022,1,0,0,0,6686.29,1,1945-09-04,292,0,1,0,0,1,18,65
3068,3209012,1,0,0,0,6018.7,1,1975-12-14,125,1,1,0,1,1,16,57
3069,3209012,1,0,0,0,6018.7,1,2004-08-16,139,0,1,1,1,1,12,44
109960,3209012,1,0,0,0,6018.7,1,1985-05-31,306,0,1,0,1,1,36,70
110230,3209012,1,0,0,0,6018.7,1,1985-05-31,128,1,1,1,1,1,17,59
18083,3209042,1,0,0,0,4915.95,1,1990-09-01,188,0,1,0,1,0,25,59
18285,3209042,1,0,0,0,4915.95,1,1962-09-30,178,1,1,0,0,1,20,61
43513,3209082,1,0,0,0,7071.96,1,1999-09-01,248,1,1,0,0,1,19,52
43514,3209082,1,0,0,0,7071.96,1,1975-01-03,109,1,1,0,0,0,11,70
17539,3208022,1,0,0,0,7499.61,1,2002-09-01,125,0,1,1,0,1,19,48
51855,3208022,1,0,0,0,7499.61,1,1999-09-01,243,0,1,0,0,1,10,80
81571,3208022,1,0,0,0,7499.61,1,1999-09-01,186,0,1,1,0,1,15,44
10668,3208011,0,1,0,0,6130.7,1,1959-09-01,556,1,1,0,1,1,72,73
10669,3208011,0,1,0,0,6130.7,1,1960-09-01,493,1,1,1,1,1,55,78
10670,3208011,0,1,0,0,6130.7,1,1965-09-01,541,1,1,1,1,1,43,56
10671,3208011,0,1,0,0,6130.7,1,1946-09-01,922,1,1,0,1,1,86,74
10672,3208011,0,1,0,0,6130.7,0,1977-06-01,537,1,1,0,1,1,58,57
